Actor,Actor_link,Movies,Images
Sean Connery,https://www.imdb.com/list/ls051980843//name/nm0000125?ref_=nmls_hd,"1. The Hunt for Red October
2. Indiana Jones and the Last Crusade
3. James Bond Series
4. The Untouchables
5. Finding Forrester
6. The Rock
7. Highlander
8. Entrapment
9. The Man Who Would Be King
10. The Name of the Rose",https://m.media-amazon.com/images/M/MV5BMjE0NDUyNTkyNF5BMl5BanBnXkFtZTcwNjUxNDUzMQ@@._V1_UY209_CR8,0,140,209_AL_.jpg
Nicole Kidman,https://www.imdb.com/list/ls051980843//name/nm0000173?ref_=nmls_hd,"1. Moulin Rouge!
2. The Hours
3. Eyes Wide Shut
4. The Others
5. Cold Mountain
6. Lion
7. Dogville
8. Rabbit Hole
9. The Killing of a Sacred Deer
10. Paddington",https://m.media-amazon.com/images/M/MV5BMjEwNDA5MDMwNl5BMl5BanBnXkFtZTcwODgxNTg3Nw@@._V1_UY209_CR4,0,140,209_AL_.jpg
Robin Wright,https://www.imdb.com/list/ls051980843//name/nm0000705?ref_=nmls_hd,"1. House of Cards
2. Forrest Gump
3. Wonder Woman Series
4. The Princess Bride
5. Blade Runner 2049
6. Unbreakable
7. Moneyball
8. State of Play
9. Message in a Bottle
10. The Congress",https://m.media-amazon.com/images/M/MV5BMjU3MzUzMDExMF5BMl5BanBnXkFtZTcwMDgxMTQ4OA@@._V1_UY209_CR2,0,140,209_AL_.jpg
Tommy Lee Jones,https://www.imdb.com/list/ls051980843//name/nm0000169?ref_=nmls_hd,"1. No Country for Old Men
2. The Fugitive
3. Men in Black Series
4. Lincoln
5. JFK
6. In the Valley of Elah
7. Natural Born Killers
8. Space Cowboys
9. Captain America: The First Avenger
10. Batman Forever",https://m.media-amazon.com/images/M/MV5BMjA0OTI5ODgzMF5BMl5BanBnXkFtZTcwNjI0ODM4NQ@@._V1_UY209_CR2,0,140,209_AL_.jpg
Kathy Bates,https://www.imdb.com/list/ls051980843//name/nm0000870?ref_=nmls_hd,"1. Misery
2. Titanic
3. Dolores Claiborne
4. Fried Green Tomatoes
5. About Schmidt
6. Primary Colors
7. American Horror Story
8. Richard Jewell
9. Midnight in Paris
10. The Waterboy",https://m.media-amazon.com/images/M/MV5BMjA5NDg3Nzk4M15BMl5BanBnXkFtZTcwODc5NTU4OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg
John Goodman,https://www.imdb.com/list/ls051980843//name/nm0000422?ref_=nmls_hd,"1. The Big Lebowski
2. Argo
3. 10 Cloverfield Lane
4. Monsters, Inc.
5. Barton Fink
6. O Brother, Where Art Thou?
7. Inside Llewyn Davis
8. Raising Arizona
9. The Flintstones
10. Flight",https://m.media-amazon.com/images/M/MV5BMTg5NTIwOTUxOV5BMl5BanBnXkFtZTcwMTc5MzUwNA@@._V1_UY209_CR5,0,140,209_AL_.jpg
Tim Robbins,https://www.imdb.com/list/ls051980843//name/nm0000209?ref_=nmls_hd,"1. The Shawshank Redemption
2. Mystic River
3. Jacob's Ladder
4. Bull Durham
5. War of the Worlds
6. Short Cuts
7. The Player
8. Arlington Road
9. High Fidelity
10. The Hudsucker Proxy",https://m.media-amazon.com/images/M/MV5BMTYxNTc4MzA4N15BMl5BanBnXkFtZTcwNjQ4MTc0Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg
Jim Caviezel,https://www.imdb.com/list/ls051980843//name/nm0144197?ref_=nmls_hd,"1. The Passion of the Christ
2. The Thin Red Line
3. Frequency
4. Escape Plan
5. Person of Interest
6. Deja Vu
7. Pay It Forward
8. Outlander
9. The Count of Monte Cristo
10. The Stoning of Soraya M.",https://m.media-amazon.com/images/M/MV5BMTIwMjI3OTQ2N15BMl5BanBnXkFtZTcwNTU4MDQ5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
Steve Carell,https://www.imdb.com/list/ls051980843//name/nm0136797?ref_=nmls_hd,"1. The Office
2. Foxcatcher
3. The 40-Year-Old Virgin
4. Little Miss Sunshine
5. Crazy, Stupid, Love.
6. Anchorman: The Legend of Ron Burgundy
7. Bruce Almighty
8. Beautiful Boy
9. Despicable Me Series
10. Evan Almighty",https://m.media-amazon.com/images/M/MV5BMTU0MzU5NDAwN15BMl5BanBnXkFtZTcwNzg0ODIwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg
Steve Martin,https://www.imdb.com/list/ls051980843//name/nm0000188?ref_=nmls_hd,"1. Roxanne
2. The Jerk
3. Planes, Trains & Automobiles
4. Father of the Bride Series
5. Dirty Rotten Scoundrels
6. The Pink Panther Series
7. Parenthood
8. The Three Amigos
9. All of Me
10. ¡Three Amigos!",https://m.media-amazon.com/images/M/MV5BMjI2MDMwMTg5MF5BMl5BanBnXkFtZTcwMTcwNzUxMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg
